Year,Event,Full_Text,Sentiment_Score,Category
2020,"^Swan, Jonathan; Basv, Zachary (February 20, 2020).""rump to install loyalist Ric Grenell as acting intelligence chief"". Axios. RetrievedFebruary 21,2020....","^Swan, Jonathan; Basv, Zachary (February 20, 2020).""rump to install loyalist Ric Grenell as acting intelligence chief"". Axios. RetrievedFebruary 21,2020.",0.0,Neutral
2020,"^Staff (February 20, 2020).""Trump lashes out at Democratic rivals during Colorado Springs rally"".CBS News.Archivedfrom the original on February 9, 2021. RetrievedFebruary 20,2020....","^Staff (February 20, 2020).""Trump lashes out at Democratic rivals during Colorado Springs rally"".CBS News.Archivedfrom the original on February 9, 2021. RetrievedFebruary 20,2020.",0.375,Positive
2020,"^Samuelsohn, Darren (February 20, 2020).""Roger Stone sentenced to over three years in prison"". POLITICO. RetrievedFebruary 20,2020....","^Samuelsohn, Darren (February 20, 2020).""Roger Stone sentenced to over three years in prison"". POLITICO. RetrievedFebruary 20,2020.",0.0,Neutral
2020,"^Staff (February 21, 2020).""""Here we go again,"" Trump says about intel reports of Russian meddling in 2020"".CBS News.Archivedfrom the original on April 22, 2020. RetrievedFebruary 21,2020....","^Staff (February 21, 2020).""""Here we go again,"" Trump says about intel reports of Russian meddling in 2020"".CBS News.Archivedfrom the original on April 22, 2020. RetrievedFebruary 21,2020.",0.1875,Positive
2020,"^Press), STEVE PEOPLES, KATHLEEN RONAYNE and HUNTER WOODALL (Associated (February 11, 2020).""President Trump wins GOP primary with more votes than any incumbent president in history"".KRCR.Archivedfrom...","^Press), STEVE PEOPLES, KATHLEEN RONAYNE and HUNTER WOODALL (Associated (February 11, 2020).""President Trump wins GOP primary with more votes than any incumbent president in history"".KRCR.Archivedfrom the original on February 15, 2021. RetrievedFebruary 14,2020.{{cite web}}:  CS1 maint: multiple names: authors list (link)",0.315,Positive
2020,"^Feldscher, Jacqueline (February 14, 2020).""Army won't investigate Vindman over impeachment testimony, top leader says"". Po;itico. RetrievedFebruary 15,2020....","^Feldscher, Jacqueline (February 14, 2020).""Army won't investigate Vindman over impeachment testimony, top leader says"". Po;itico. RetrievedFebruary 15,2020.",0.5,Positive
2020,"^Colvin, Jill; Lemire, Jonathan (February 24, 2020).""India's Modi Says 'Namaste Trump' With Massive Rally for U.S. President"". TIME. Archived fromthe originalon February 27, 2020. RetrievedFebruary 24...","^Colvin, Jill; Lemire, Jonathan (February 24, 2020).""India's Modi Says 'Namaste Trump' With Massive Rally for U.S. President"". TIME. Archived fromthe originalon February 27, 2020. RetrievedFebruary 24,2020.",0.0,Neutral
2020,"^Staff (February 24, 2020).""Taj Mahal: US President Donald Trump visits India's 'monument of love'"".BBC News.Archivedfrom the original on February 15, 2021. RetrievedFebruary 24,2020....","^Staff (February 24, 2020).""Taj Mahal: US President Donald Trump visits India's 'monument of love'"".BBC News.Archivedfrom the original on February 15, 2021. RetrievedFebruary 24,2020.",0.4375,Positive
2020,"^Liptak, Kevin (February 25, 2020).""Trump concludes India visit without major agreements"". CNN. RetrievedFebruary 25,2020....","^Liptak, Kevin (February 25, 2020).""Trump concludes India visit without major agreements"". CNN. RetrievedFebruary 25,2020.",0.0625,Positive
2020,"^Staff (February 25, 2020).""President Kovind's dinner for Donald Trump: What is on the menu"". India Today.Archivedfrom the original on February 15, 2021. RetrievedFebruary 29,2020....","^Staff (February 25, 2020).""President Kovind's dinner for Donald Trump: What is on the menu"". India Today.Archivedfrom the original on February 15, 2021. RetrievedFebruary 29,2020.",0.375,Positive
2020,"^Baker, Peter (February 25, 2020).""Trump, in India, Demands 2 Liberal Justices Recuse Themselves From His Cases"".New York Times.Archivedfrom the original on February 15, 2021. RetrievedFebruary 26,202...","^Baker, Peter (February 25, 2020).""Trump, in India, Demands 2 Liberal Justices Recuse Themselves From His Cases"".New York Times.Archivedfrom the original on February 15, 2021. RetrievedFebruary 26,2020.",0.375,Positive
2020,"^""CDC says it expects 'community spread' of coronavirus, warns of disruption"".STAT. February 25, 2020.Archivedfrom the original on February 15, 2021. RetrievedApril 2,2020....","^""CDC says it expects 'community spread' of coronavirus, warns of disruption"".STAT. February 25, 2020.Archivedfrom the original on February 15, 2021. RetrievedApril 2,2020.",0.375,Positive
2020,"^Holland, Steve; Heavey, Susan (February 26, 2020).""Trump Returns to U.S. as Country Warily Eyes Coronavirus' Global Spread"". U.S. News & World Report.Archivedfrom the original on February 15, 2021. R...","^Holland, Steve; Heavey, Susan (February 26, 2020).""Trump Returns to U.S. as Country Warily Eyes Coronavirus' Global Spread"". U.S. News & World Report.Archivedfrom the original on February 15, 2021. RetrievedFebruary 26,2020.",-0.041666666666666664,Neutral
2020,"^Holpuch, Amanda (February 26, 2020).""Donald Trump puts Mike Pence in charge of US coronavirus response"".The Guardian.Archivedfrom the original on February 26, 2020. RetrievedFebruary 27,2020....","^Holpuch, Amanda (February 26, 2020).""Donald Trump puts Mike Pence in charge of US coronavirus response"".The Guardian.Archivedfrom the original on February 26, 2020. RetrievedFebruary 27,2020.",0.375,Positive
2020,"^Liptak, Kevin (February 24, 2020).""Trump lands in India and feels the love"". CNN.Archivedfrom the original on February 15, 2021. RetrievedFebruary 24,2020....","^Liptak, Kevin (February 24, 2020).""Trump lands in India and feels the love"". CNN.Archivedfrom the original on February 15, 2021. RetrievedFebruary 24,2020.",0.4375,Positive
2020,"^Cohen, Marshall (February 13, 2020).""Trump contradicts past denials, admits sending Giuliani to Ukraine"". CNN.Archivedfrom the original on February 14, 2020. RetrievedFebruary 13,2020....","^Cohen, Marshall (February 13, 2020).""Trump contradicts past denials, admits sending Giuliani to Ukraine"". CNN.Archivedfrom the original on February 14, 2020. RetrievedFebruary 13,2020.",0.0625,Positive
2020,"^Associated Press (February 12, 2020).""Trump says US working on trade deal with Ecuador"". The Toronto Star. RetrievedFebruary 12,2020....","^Associated Press (February 12, 2020).""Trump says US working on trade deal with Ecuador"". The Toronto Star. RetrievedFebruary 12,2020.",0.0,Neutral
2020,"^Pappas, Alex (February 28, 2020).""Trump accuses Dems of 'politicizing' coronavirus, tells South Carolina rally 'we are totally prepared'"". Fox News. RetrievedFebruary 29,2020....","^Pappas, Alex (February 28, 2020).""Trump accuses Dems of 'politicizing' coronavirus, tells South Carolina rally 'we are totally prepared'"". Fox News. RetrievedFebruary 29,2020.",0.0,Neutral
2020,"^Duehren, Andrew (January 31, 2020).""Senators Reject Witnesses in Trump Impeachment Trial"". The Wall Street Journal. RetrievedJanuary 31,2020....","^Duehren, Andrew (January 31, 2020).""Senators Reject Witnesses in Trump Impeachment Trial"". The Wall Street Journal. RetrievedJanuary 31,2020.",0.0,Neutral
2020,"^""Trump impeachment trial: Closing arguments ahead of acquittal vote Wednesday"".ABC News. RetrievedFebruary 5,2020....","^""Trump impeachment trial: Closing arguments ahead of acquittal vote Wednesday"".ABC News. RetrievedFebruary 5,2020.",0.0,Neutral
2020,"^Foran, Clare (February 4, 2020).""Murkowski says she 'cannot vote to convict,' but calls Trump's actions 'shameful and wrong'"".CNN.Archivedfrom the original on February 15, 2021. RetrievedFebruary 5,2...","^Foran, Clare (February 4, 2020).""Murkowski says she 'cannot vote to convict,' but calls Trump's actions 'shameful and wrong'"".CNN.Archivedfrom the original on February 15, 2021. RetrievedFebruary 5,2020.",-0.0625,Negative
2020,"^Forgey, Quint (February 3, 2020).""Trump wins Iowa GOP caucuses"". POLITICO. RetrievedFebruary 5,2020....","^Forgey, Quint (February 3, 2020).""Trump wins Iowa GOP caucuses"". POLITICO. RetrievedFebruary 5,2020.",0.3,Positive
2020,"^""State of the Union 2020"".Associated Press. RetrievedFebruary 5,2020....","^""State of the Union 2020"".Associated Press. RetrievedFebruary 5,2020.",0.0,Neutral
2020,"^Kaitlan Collins.""Rush Limbaugh awarded Medal of Freedom in surprise State of the Union move"".CNN.Archivedfrom the original on February 5, 2020. RetrievedFebruary 5,2020....","^Kaitlan Collins.""Rush Limbaugh awarded Medal of Freedom in surprise State of the Union move"".CNN.Archivedfrom the original on February 5, 2020. RetrievedFebruary 5,2020.",0.375,Positive
2020,"^Mazzei, Patricia; Edmondson, Catie (February 4, 2020).""Susan Collins Announces She Will Vote to Acquit Trump, Calling Conduct 'Wrong'"".The New York Times.Archivedfrom the original on February 15, 202...","^Mazzei, Patricia; Edmondson, Catie (February 4, 2020).""Susan Collins Announces She Will Vote to Acquit Trump, Calling Conduct 'Wrong'"".The New York Times.Archivedfrom the original on February 15, 2021. RetrievedFebruary 10,2020.",0.0037878787878787845,Neutral
2020,"^Crowley, Michael; Turkewitz, Julie (February 5, 2020).""Trump Gives Venezuela's Guaidó the Embrace He Wanted"".The New York Times. RetrievedFebruary 6,2020....","^Crowley, Michael; Turkewitz, Julie (February 5, 2020).""Trump Gives Venezuela's Guaidó the Embrace He Wanted"".The New York Times. RetrievedFebruary 6,2020.",0.13636363636363635,Positive
2020,"^Fandos, Nicholas (February 5, 2020).""Trump Acquitted of Two Impeachment Charges in Near Party-Line Vote"".The New York Times.Archivedfrom the original on February 5, 2020. RetrievedFebruary 5,2020....","^Fandos, Nicholas (February 5, 2020).""Trump Acquitted of Two Impeachment Charges in Near Party-Line Vote"".The New York Times.Archivedfrom the original on February 5, 2020. RetrievedFebruary 5,2020.",0.20378787878787877,Positive
2020,"^Staff (February 5, 2020).""Trump acquitted by Senate in impeachment trial"".BBC News. RetrievedFebruary 5,2020....","^Staff (February 5, 2020).""Trump acquitted by Senate in impeachment trial"".BBC News. RetrievedFebruary 5,2020.",0.0,Neutral
2020,"^Leibovich, Mark (February 5, 2020).""Romney, Defying the Party He Once Personified, Votes to Convict Trump"".The New York Times.Archivedfrom the original on February 15, 2021. RetrievedFebruary 6,2020....","^Leibovich, Mark (February 5, 2020).""Romney, Defying the Party He Once Personified, Votes to Convict Trump"".The New York Times.Archivedfrom the original on February 15, 2021. RetrievedFebruary 6,2020.",0.2556818181818182,Positive
2020,"^Gregorian, Dareh; Thorp V, Frank (February 5, 2020).""Senate acquits Trump on both impeachment charges"".NBC News.Archivedfrom the original on February 15, 2021. RetrievedFebruary 6,2020....","^Gregorian, Dareh; Thorp V, Frank (February 5, 2020).""Senate acquits Trump on both impeachment charges"".NBC News.Archivedfrom the original on February 15, 2021. RetrievedFebruary 6,2020.",0.375,Positive
2020,"^Mitt Romney says he'll vote to convict Trump.CNN. February 5, 2020.Archivedfrom the original on October 13, 2022. RetrievedJanuary 15,2023– viaYouTube....","^Mitt Romney says he'll vote to convict Trump.CNN. February 5, 2020.Archivedfrom the original on October 13, 2022. RetrievedJanuary 15,2023– viaYouTube.",0.375,Positive
2020,"^Westwood, Sarah; Vazquez, Maegan (February 6, 2020).""Trump slams Democrats and Romney at prayer breakfast as Pelosi looks on"". CNN. RetrievedFebruary 6,2020....","^Westwood, Sarah; Vazquez, Maegan (February 6, 2020).""Trump slams Democrats and Romney at prayer breakfast as Pelosi looks on"". CNN. RetrievedFebruary 6,2020.",0.0,Neutral
2020,"^""'Very unfair situation': President Trump takes victory lap in White House speech after impeachment trial"".KMBC. Associated Press. February 6, 2020.Archivedfrom the original on February 15, 2021. Ret...","^""'Very unfair situation': President Trump takes victory lap in White House speech after impeachment trial"".KMBC. Associated Press. February 6, 2020.Archivedfrom the original on February 15, 2021. RetrievedFebruary 7,2020.",-0.09166666666666667,Negative
2020,"^Superville, Darlene; Odula, Tom; Anna, Cara (February 6, 2020).""Trump administration to open free-trade talks with Kenya"". The Toronto Star.Archivedfrom the original on February 15, 2021. RetrievedFe...","^Superville, Darlene; Odula, Tom; Anna, Cara (February 6, 2020).""Trump administration to open free-trade talks with Kenya"". The Toronto Star.Archivedfrom the original on February 15, 2021. RetrievedFebruary 6,2020.",0.1875,Positive
2020,"^Baker, Peter; Haberman, Maggie; Hakim, Danny; Schmidt, Michael D. (February 7, 2020).""Trump Fires Impeachment Witnesses Gordon Sondland and Alexander Vindman in Post-Acquittal Purge"".The New York Tim...","^Baker, Peter; Haberman, Maggie; Hakim, Danny; Schmidt, Michael D. (February 7, 2020).""Trump Fires Impeachment Witnesses Gordon Sondland and Alexander Vindman in Post-Acquittal Purge"".The New York Times.Archivedfrom the original on February 8, 2020. RetrievedFebruary 7,2020.",0.2556818181818182,Positive
2020,"^Cheney, Kyle; Bertrand, Natasha; McGraw, Meredith (February 7, 2020).""Impeachment witnesses ousted amid fears of Trump revenge campaign"". POLITICO. RetrievedFebruary 7,2020....","^Cheney, Kyle; Bertrand, Natasha; McGraw, Meredith (February 7, 2020).""Impeachment witnesses ousted amid fears of Trump revenge campaign"". POLITICO. RetrievedFebruary 7,2020.",0.0,Neutral
2020,"^Crisp, Elizabeth (February 9, 2020).""John Bel Edwards, other governors attend White House events hosted by Trump"". The Advocate.Archivedfrom the original on February 15, 2021. RetrievedFebruary 10,20...","^Crisp, Elizabeth (February 9, 2020).""John Bel Edwards, other governors attend White House events hosted by Trump"". The Advocate.Archivedfrom the original on February 15, 2021. RetrievedFebruary 10,2020.",0.125,Positive
